Date,Revenue,Orders,Cancelled,Region,Product,Customer
2026-02-17,242696.98,46,3,West,Sentinel Core,Customer 120 Group
2026-02-17,41545.93,21,2,Central,Executive Copilot,Customer 069 Solutions
2026-02-17,402906.39,68,3,North,Executive Copilot,Customer 012 Solutions
2026-02-17,341385.94,82,3,South,Forecast Studio,Customer 082 Group
2026-02-18,126671.82,23,2,Central,Support Intelligence,Customer 037 Solutions
2026-02-18,192289.03,52,3,North,Support Intelligence,Customer 014 Industries
2026-02-18,190407.21,74,5,South,Forecast Studio,Customer 116 Group
2026-02-18,132085.18,57,4,East,Data Fabric,Customer 101 Solutions
2026-02-19,72296.92,59,4,North,Forecast Studio,Customer 074 Systems
2026-02-19,204472.91,47,1,South,Forecast Studio,Customer 084 Group
2026-02-19,129359.82,56,3,East,Executive Copilot,Customer 069 Solutions
2026-02-19,123448.24,29,1,West,Sentinel Core,Customer 093 Holdings
2026-02-20,159222.36,67,5,South,Sentinel Core,Customer 060 Systems
2026-02-20,146220.82,64,4,East,Sentinel Core,Customer 055 Industries
2026-02-20,186918.23,33,1,West,Executive Copilot,Customer 114 Holdings
2026-02-20,211277.01,58,1,Central,Forecast Studio,Customer 071 Industries
2026-02-21,165344.53,52,2,East,Forecast Studio,Customer 047 Holdings
2026-02-21,73576.77,60,3,West,Data Fabric,Customer 102 Solutions
2026-02-21,149078.96,69,6,Central,Sentinel Core,Customer 065 Holdings
2026-02-21,290264.65,82,2,North,Executive Copilot,Customer 032 Holdings
2026-02-22,206282.24,38,2,West,Forecast Studio,Customer 111 Systems
2026-02-22,81415.62,29,1,Central,Risk Monitor,Customer 045 Solutions
2026-02-22,20037.22,16,0,North,Forecast Studio,Customer 090 Systems
2026-02-22,294043.81,76,4,South,Executive Copilot,Customer 038 Industries
2026-02-23,41395.57,30,1,Central,Forecast Studio,Customer 030 Systems
2026-02-23,68804.15,64,6,North,Executive Copilot,Customer 067 Group
2026-02-23,257201.78,58,5,South,Forecast Studio,Customer 077 Solutions
2026-02-23,47163.8,32,2,East,Risk Monitor,Customer 047 Holdings
2026-02-24,123981.06,54,4,North,Risk Monitor,Customer 024 Solutions
2026-02-24,105944.66,26,2,South,Sentinel Core,Customer 073 Holdings
2026-02-24,140337.75,32,1,East,Forecast Studio,Customer 014 Industries
2026-02-24,80176.47,55,2,West,Sentinel Core,Customer 112 Holdings
2026-02-25,390678.35,76,4,South,Forecast Studio,Customer 080 Industries
2026-02-25,84944.65,49,2,East,Sentinel Core,Customer 070 Systems
2026-02-25,205132.3,70,2,West,Risk Monitor,Customer 095 Group
2026-02-25,436385.07,80,3,Central,Executive Copilot,Customer 026 Systems
2026-02-26,76573.05,27,2,East,Support Intelligence,Customer 078 Holdings
2026-02-26,382593.84,82,6,West,Forecast Studio,Customer 115 Holdings
2026-02-26,145833.65,50,1,Central,Data Fabric,Customer 040 Systems
2026-02-26,336487.78,72,1,North,Data Fabric,Customer 048 Industries
2026-02-27,248343.95,44,3,West,Risk Monitor,Customer 095 Group
2026-02-27,214781.04,36,1,Central,Forecast Studio,Customer 082 Group
2026-02-27,119687.15,73,3,North,Risk Monitor,Customer 017 Group
2026-02-27,102466.78,64,4,South,Data Fabric,Customer 031 Group
2026-02-28,242876.62,44,1,Central,Risk Monitor,Customer 039 Industries
2026-02-28,78874.86,52,2,North,Risk Monitor,Customer 051 Systems
2026-02-28,102693.84,19,1,South,Sentinel Core,Customer 045 Solutions
2026-02-28,352670.22,69,4,East,Sentinel Core,Customer 110 Industries
2026-03-01,86360.86,79,4,North,Risk Monitor,Customer 104 Group
2026-03-01,165931.54,56,5,South,Sentinel Core,Customer 056 Holdings
2026-03-01,167821.59,47,2,East,Data Fabric,Customer 115 Holdings
2026-03-01,26330.8,21,2,West,Risk Monitor,Customer 079 Holdings
2026-03-02,184368.34,45,0,South,Support Intelligence,Customer 041 Group
2026-03-02,61028.79,20,1,East,Risk Monitor,Customer 041 Group
2026-03-02,149912.82,74,1,West,Sentinel Core,Customer 111 Systems
2026-03-02,305913.53,61,4,Central,Sentinel Core,Customer 075 Group
2026-03-03,270131.7,75,5,East,Support Intelligence,Customer 003 Solutions
2026-03-03,76761.03,64,3,West,Data Fabric,Customer 044 Solutions
2026-03-03,203530.68,60,1,Central,Executive Copilot,Customer 031 Group
2026-03-03,151828.04,61,2,North,Executive Copilot,Customer 118 Industries
2026-03-04,155211.68,31,2,West,Support Intelligence,Customer 066 Group
2026-03-04,217599.02,49,2,Central,Forecast Studio,Customer 068 Group
2026-03-04,69467.68,19,0,North,Executive Copilot,Customer 018 Solutions
2026-03-04,456322.05,84,3,South,Data Fabric,Customer 110 Industries
2026-03-05,19270.71,16,0,Central,Executive Copilot,Customer 036 Solutions
2026-03-05,206886.24,69,5,North,Sentinel Core,Customer 072 Solutions
2026-03-05,191236.84,54,4,South,Support Intelligence,Customer 028 Group
2026-03-05,366195.89,81,3,East,Forecast Studio,Customer 062 Systems
2026-03-06,183983.34,79,2,North,Data Fabric,Customer 060 Systems
2026-03-06,469073.14,83,3,South,Support Intelligence,Customer 094 Solutions
2026-03-06,17566.12,15,0,East,Support Intelligence,Customer 038 Industries
2026-03-06,87815.51,53,1,West,Risk Monitor,Customer 035 Systems
2026-03-07,209932.92,60,5,South,Forecast Studio,Customer 004 Industries
2026-03-07,159975.27,58,2,East,Risk Monitor,Customer 029 Systems
2026-03-07,89475.86,37,1,West,Executive Copilot,Customer 066 Group
2026-03-07,202504.7,84,7,Central,Support Intelligence,Customer 017 Group
2026-03-08,85878.94,16,1,East,Support Intelligence,Customer 087 Systems
2026-03-08,156865.78,64,2,West,Risk Monitor,Customer 099 Solutions
2026-03-08,121035.82,32,2,Central,Sentinel Core,Customer 025 Systems
2026-03-08,469307.26,85,3,North,Risk Monitor,Customer 090 Systems
2026-03-09,147762.36,58,2,West,Risk Monitor,Customer 069 Solutions
2026-03-09,257659.26,59,2,Central,Risk Monitor,Customer 040 Systems
2026-03-09,59085.35,52,3,North,Forecast Studio,Customer 049 Systems
2026-03-09,94264.19,39,1,South,Forecast Studio,Customer 099 Solutions
2026-03-10,201812.33,56,3,Central,Data Fabric,Customer 040 Systems
2026-03-10,353094.48,64,5,North,Executive Copilot,Customer 011 Systems
2026-03-10,70475.37,81,4,South,Data Fabric,Customer 048 Industries
2026-03-10,329815.62,71,2,East,Data Fabric,Customer 094 Solutions
2026-03-11,237144.07,45,2,North,Risk Monitor,Customer 030 Systems
2026-03-11,252508.29,80,5,South,Forecast Studio,Customer 009 Group
2026-03-11,345832.49,57,1,East,Forecast Studio,Customer 053 Systems
2026-03-11,325898.85,67,6,West,Executive Copilot,Customer 071 Industries
2026-03-12,40020.95,14,1,South,Sentinel Core,Customer 113 Group
2026-03-12,98339.04,49,4,East,Risk Monitor,Customer 120 Group
2026-03-12,165172.59,71,5,West,Risk Monitor,Customer 029 Systems
2026-03-12,402865.31,83,6,Central,Sentinel Core,Customer 113 Group
2026-03-13,59143.08,20,0,East,Executive Copilot,Customer 086 Systems
2026-03-13,189416.73,34,2,West,Sentinel Core,Customer 009 Group
2026-03-13,47072.17,14,0,Central,Data Fabric,Customer 052 Solutions
2026-03-13,42986.97,20,2,North,Support Intelligence,Customer 011 Systems
2026-03-14,151253.18,61,2,West,Executive Copilot,Customer 101 Solutions
2026-03-14,77556.74,18,1,Central,Support Intelligence,Customer 058 Systems
2026-03-14,444935.61,85,4,North,Executive Copilot,Customer 093 Holdings
2026-03-14,67673.05,29,1,South,Sentinel Core,Customer 106 Industries
2026-03-15,115407.12,48,1,Central,Data Fabric,Customer 064 Group
2026-03-15,236022.1,45,3,North,Data Fabric,Customer 075 Group
2026-03-15,126526.51,28,2,South,Sentinel Core,Customer 099 Solutions
2026-03-15,85313.01,42,2,East,Data Fabric,Customer 094 Solutions
2026-03-16,259835.1,56,4,North,Support Intelligence,Customer 073 Holdings
2026-03-16,198139.03,67,2,South,Risk Monitor,Customer 078 Holdings
2026-03-16,75029.5,63,4,East,Risk Monitor,Customer 047 Holdings
2026-03-16,253442.08,65,3,West,Executive Copilot,Customer 010 Systems
2026-03-17,39666.89,14,1,South,Forecast Studio,Customer 021 Systems
2026-03-17,105085.84,28,2,East,Support Intelligence,Customer 012 Solutions
2026-03-17,43667.22,45,1,West,Risk Monitor,Customer 004 Industries
2026-03-17,373230.22,83,4,Central,Executive Copilot,Customer 067 Group
2026-03-18,288085.88,54,3,East,Data Fabric,Customer 103 Systems
2026-03-18,39465.36,30,2,West,Executive Copilot,Customer 043 Industries
2026-03-18,105772.83,58,1,Central,Support Intelligence,Customer 037 Solutions
2026-03-18,42119.82,44,3,North,Data Fabric,Customer 007 Systems
2026-03-19,54737.57,60,5,West,Risk Monitor,Customer 026 Systems
2026-03-19,203610.78,68,2,Central,Sentinel Core,Customer 046 Systems
2026-03-19,182769.98,43,1,North,Risk Monitor,Customer 074 Systems
2026-03-19,97279.66,30,1,South,Executive Copilot,Customer 008 Solutions
2026-03-20,66271.88,49,2,Central,Executive Copilot,Customer 060 Systems
2026-03-20,234600.79,60,5,North,Executive Copilot,Customer 116 Group
2026-03-20,110717.59,30,2,South,Support Intelligence,Customer 104 Group
2026-03-20,22489.94,14,0,East,Risk Monitor,Customer 015 Group
2026-03-21,96005.04,22,2,North,Data Fabric,Customer 113 Group
2026-03-21,77127.58,14,0,South,Support Intelligence,Customer 043 Industries
2026-03-21,296295.96,57,4,East,Executive Copilot,Customer 025 Systems
2026-03-21,49928.11,30,1,West,Executive Copilot,Customer 062 Systems
2026-03-22,67054.17,18,1,South,Data Fabric,Customer 015 Group
2026-03-22,120206.65,60,2,East,Executive Copilot,Customer 014 Industries
2026-03-22,175787.02,77,6,West,Sentinel Core,Customer 079 Holdings
2026-03-22,88348.25,28,0,Central,Sentinel Core,Customer 097 Industries
2026-03-23,102124.86,53,1,East,Executive Copilot,Customer 022 Solutions
2026-03-23,212128.95,85,7,West,Executive Copilot,Customer 055 Industries
2026-03-23,258559.65,59,5,Central,Sentinel Core,Customer 037 Solutions
2026-03-23,272064.79,53,2,North,Risk Monitor,Customer 005 Group
2026-03-24,306031.55,70,4,West,Data Fabric,Customer 100 Group
2026-03-24,57790.67,55,2,Central,Risk Monitor,Customer 065 Holdings
2026-03-24,297817.02,58,3,North,Risk Monitor,Customer 053 Systems
2026-03-24,454558.86,79,3,South,Risk Monitor,Customer 082 Group
2026-03-25,145321.21,42,1,Central,Executive Copilot,Customer 066 Group
2026-03-25,76971.23,37,2,North,Support Intelligence,Customer 037 Solutions
2026-03-25,61604.28,29,1,South,Support Intelligence,Customer 100 Group
2026-03-25,201503.58,77,7,East,Sentinel Core,Customer 079 Holdings
2026-03-26,58603.4,35,0,North,Risk Monitor,Customer 040 Systems
2026-03-26,231394.84,69,6,South,Executive Copilot,Customer 119 Industries
2026-03-26,42065.95,14,1,East,Forecast Studio,Customer 106 Industries
2026-03-26,87153.57,66,4,West,Forecast Studio,Customer 114 Holdings
2026-03-27,191828.43,56,5,South,Sentinel Core,Customer 109 Industries
2026-03-27,339491.95,65,2,East,Sentinel Core,Customer 043 Industries
2026-03-27,16672.79,15,1,West,Data Fabric,Customer 065 Holdings
2026-03-27,114103.1,21,0,Central,Sentinel Core,Customer 095 Group
2026-03-28,387494.2,84,5,East,Risk Monitor,Customer 039 Industries
2026-03-28,154140.18,73,3,West,Forecast Studio,Customer 023 Group
2026-03-28,131141.49,50,2,Central,Executive Copilot,Customer 010 Systems
2026-03-28,34026.18,19,1,North,Support Intelligence,Customer 044 Solutions
2026-03-29,32784.15,23,2,West,Risk Monitor,Customer 024 Solutions
2026-03-29,234090.07,54,1,Central,Executive Copilot,Customer 083 Industries
2026-03-29,99492.76,44,2,North,Sentinel Core,Customer 025 Systems
2026-03-29,189044.59,84,4,South,Risk Monitor,Customer 041 Group
2026-03-30,254725.97,77,2,Central,Data Fabric,Customer 027 Systems
2026-03-30,159698.97,84,2,North,Data Fabric,Customer 102 Solutions
2026-03-30,401242.43,83,2,South,Sentinel Core,Customer 117 Group
2026-03-30,277258.84,81,5,East,Support Intelligence,Customer 114 Holdings
2026-03-31,432172.05,83,2,North,Risk Monitor,Customer 067 Group
2026-03-31,136723.51,59,4,South,Executive Copilot,Customer 094 Solutions
2026-03-31,358750.51,80,2,East,Support Intelligence,Customer 079 Holdings
2026-03-31,34991.93,37,3,West,Forecast Studio,Customer 036 Solutions
2026-04-01,73140.38,16,1,South,Risk Monitor,Customer 028 Group
2026-04-01,250618.22,51,2,East,Support Intelligence,Customer 093 Holdings
2026-04-01,318183.09,56,1,West,Data Fabric,Customer 056 Holdings
2026-04-01,31320.76,18,1,Central,Executive Copilot,Customer 009 Group
2026-04-02,84332.28,15,0,East,Sentinel Core,Customer 093 Holdings
2026-04-02,376307.82,65,1,West,Forecast Studio,Customer 047 Holdings
2026-04-02,103352.64,46,4,Central,Data Fabric,Customer 074 Systems
2026-04-02,311933.89,78,5,North,Risk Monitor,Customer 114 Holdings
2026-04-03,110443.39,81,4,West,Support Intelligence,Customer 075 Group
2026-04-03,102438.9,35,3,Central,Risk Monitor,Customer 119 Industries
2026-04-03,48929.15,16,1,North,Data Fabric,Customer 052 Solutions
2026-04-03,417341.75,74,3,South,Risk Monitor,Customer 028 Group
2026-04-04,265898.98,73,5,Central,Forecast Studio,Customer 002 Group
2026-04-04,155317.32,48,4,North,Executive Copilot,Customer 058 Systems
2026-04-04,290967.71,51,2,South,Data Fabric,Customer 035 Systems
2026-04-04,228045.05,60,3,East,Sentinel Core,Customer 079 Holdings
2026-04-05,75041.6,49,3,North,Data Fabric,Customer 054 Systems
2026-04-05,103051.39,35,3,South,Risk Monitor,Customer 120 Group
2026-04-05,25104.93,21,1,East,Data Fabric,Customer 065 Holdings
2026-04-05,190797.43,61,4,West,Support Intelligence,Customer 039 Industries
2026-04-06,98057.72,25,1,South,Risk Monitor,Customer 111 Systems
2026-04-06,32501.41,29,1,East,Sentinel Core,Customer 025 Systems
2026-04-06,98434.39,21,1,West,Sentinel Core,Customer 108 Group
2026-04-06,53975.56,65,3,Central,Executive Copilot,Customer 019 Systems
2026-04-07,104095.77,24,2,East,Sentinel Core,Customer 060 Systems
2026-04-07,148380.48,31,2,West,Data Fabric,Customer 120 Group
2026-04-07,168931.23,39,1,Central,Forecast Studio,Customer 099 Solutions
2026-04-07,120851.81,74,7,North,Forecast Studio,Customer 058 Systems
2026-04-08,91090.62,32,2,West,Sentinel Core,Customer 116 Group
2026-04-08,101934.6,72,1,Central,Risk Monitor,Customer 002 Group
2026-04-08,98321.86,42,2,North,Support Intelligence,Customer 106 Industries
2026-04-08,254455.28,74,2,South,Sentinel Core,Customer 055 Industries
2026-04-09,217545.25,47,4,Central,Forecast Studio,Customer 068 Group
2026-04-09,88160.25,33,2,North,Support Intelligence,Customer 032 Holdings
2026-04-09,207173.91,47,3,South,Forecast Studio,Customer 016 Solutions
2026-04-09,88627.84,26,2,East,Data Fabric,Customer 065 Holdings
2026-04-10,19734.74,23,1,North,Sentinel Core,Customer 015 Group
2026-04-10,158784.49,64,3,South,Support Intelligence,Customer 083 Industries
2026-04-10,111664.87,39,3,East,Forecast Studio,Customer 002 Group
2026-04-10,124393.74,49,1,West,Data Fabric,Customer 033 Holdings
2026-04-11,405980.31,74,1,South,Sentinel Core,Customer 006 Industries
2026-04-11,223770.22,62,1,East,Risk Monitor,Customer 061 Holdings
2026-04-11,233558.58,49,3,West,Risk Monitor,Customer 042 Systems
2026-04-11,197689.92,85,2,Central,Sentinel Core,Customer 116 Group
2026-04-12,204271.01,41,1,East,Risk Monitor,Customer 112 Holdings
2026-04-12,354477.87,74,5,West,Data Fabric,Customer 073 Holdings
2026-04-12,48202.3,17,1,Central,Sentinel Core,Customer 034 Solutions
2026-04-12,53898.8,39,1,North,Forecast Studio,Customer 008 Solutions
2026-04-13,307540.3,67,2,West,Risk Monitor,Customer 106 Industries
2026-04-13,257047.95,65,3,Central,Data Fabric,Customer 049 Systems
2026-04-13,278737.47,71,4,North,Sentinel Core,Customer 055 Industries
2026-04-13,273426.35,69,2,South,Executive Copilot,Customer 049 Systems
2026-04-14,56613.72,22,2,Central,Support Intelligence,Customer 089 Group
2026-04-14,416322.75,76,5,North,Forecast Studio,Customer 112 Holdings
2026-04-14,161767.13,77,2,South,Executive Copilot,Customer 072 Solutions
2026-04-14,52952.73,56,4,East,Data Fabric,Customer 067 Group
2026-04-15,49746.56,17,1,North,Risk Monitor,Customer 089 Group
2026-04-15,226903.83,50,4,South,Risk Monitor,Customer 005 Group
2026-04-15,226158.97,85,2,East,Data Fabric,Customer 046 Systems
2026-04-15,158090.3,41,1,West,Sentinel Core,Customer 100 Group
2026-04-16,166940.85,43,2,South,Risk Monitor,Customer 046 Systems
2026-04-16,135478.36,27,1,East,Data Fabric,Customer 114 Holdings
2026-04-16,126774.47,50,3,West,Risk Monitor,Customer 036 Solutions
2026-04-16,281945.24,51,2,Central,Support Intelligence,Customer 112 Holdings
2026-04-17,257445.14,76,6,East,Risk Monitor,Customer 067 Group
2026-04-17,224173.59,81,2,West,Sentinel Core,Customer 069 Solutions
2026-04-17,76287.66,48,1,Central,Data Fabric,Customer 085 Systems
2026-04-17,232172.14,69,3,North,Support Intelligence,Customer 017 Group
2026-04-18,143580.95,77,4,West,Executive Copilot,Customer 011 Systems
2026-04-18,61149.81,32,1,Central,Data Fabric,Customer 049 Systems
2026-04-18,233738.65,62,2,North,Forecast Studio,Customer 061 Holdings
2026-04-18,294766.6,83,7,South,Sentinel Core,Customer 059 Group
2026-04-19,55949.39,54,4,Central,Forecast Studio,Customer 046 Systems
2026-04-19,63662.42,60,1,North,Support Intelligence,Customer 099 Solutions
2026-04-19,105885.18,83,3,South,Support Intelligence,Customer 010 Systems
2026-04-19,108841.55,40,1,East,Executive Copilot,Customer 054 Systems
2026-04-20,220152.53,65,5,North,Sentinel Core,Customer 091 Systems
2026-04-20,72469.25,68,6,South,Forecast Studio,Customer 119 Industries
2026-04-20,261038.81,73,3,East,Risk Monitor,Customer 031 Group
2026-04-20,62833.06,15,1,West,Support Intelligence,Customer 112 Holdings
2026-04-21,133157.41,24,1,South,Sentinel Core,Customer 069 Solutions
2026-04-21,39718.12,21,1,East,Executive Copilot,Customer 002 Group
2026-04-21,185276.75,65,4,West,Data Fabric,Customer 074 Systems
2026-04-21,231127.5,81,3,Central,Forecast Studio,Customer 099 Solutions
2026-04-22,319684.08,79,2,East,Sentinel Core,Customer 059 Group
2026-04-22,78562.84,18,0,West,Data Fabric,Customer 093 Holdings
2026-04-22,101973.76,53,4,Central,Executive Copilot,Customer 052 Solutions
2026-04-22,158999.62,51,4,North,Forecast Studio,Customer 019 Systems
2026-04-23,461136.95,84,2,West,Data Fabric,Customer 024 Solutions
2026-04-23,159293.82,65,4,Central,Risk Monitor,Customer 069 Solutions
2026-04-23,71906.36,59,2,North,Executive Copilot,Customer 109 Industries
2026-04-23,60205.05,14,0,South,Risk Monitor,Customer 083 Industries
2026-04-24,344937.52,77,7,Central,Executive Copilot,Customer 063 Systems
2026-04-24,137202,51,4,North,Executive Copilot,Customer 095 Group
2026-04-24,358260.96,67,2,South,Support Intelligence,Customer 068 Group
2026-04-24,85178.86,16,0,East,Data Fabric,Customer 078 Holdings
2026-04-25,217293.81,69,6,North,Executive Copilot,Customer 106 Industries
2026-04-25,47157.75,14,0,South,Data Fabric,Customer 108 Group
2026-04-25,73374.01,24,2,East,Risk Monitor,Customer 002 Group
2026-04-25,323450.96,76,2,West,Sentinel Core,Customer 084 Group
2026-04-26,50191.94,42,2,South,Sentinel Core,Customer 043 Industries
2026-04-26,369651.09,84,3,East,Sentinel Core,Customer 080 Industries
2026-04-26,196375.01,68,5,West,Executive Copilot,Customer 047 Holdings
2026-04-26,30658.09,40,2,Central,Support Intelligence,Customer 057 Systems
2026-04-27,174849.71,74,2,East,Support Intelligence,Customer 104 Group
2026-04-27,315733.12,77,3,West,Forecast Studio,Customer 042 Systems
2026-04-27,361423.25,78,3,Central,Sentinel Core,Customer 022 Solutions
2026-04-27,45275.41,28,1,North,Data Fabric,Customer 031 Group
2026-04-28,250768.42,68,5,West,Support Intelligence,Customer 034 Solutions
2026-04-28,60714.45,36,3,Central,Support Intelligence,Customer 034 Solutions
2026-04-28,114596.19,25,2,North,Sentinel Core,Customer 033 Holdings
2026-04-28,256671.25,63,1,South,Support Intelligence,Customer 085 Systems
2026-04-29,390937.29,73,6,Central,Sentinel Core,Customer 051 Systems
2026-04-29,304286.88,79,3,North,Executive Copilot,Customer 014 Industries
2026-04-29,70160.93,36,2,South,Sentinel Core,Customer 047 Holdings
2026-04-29,130356.07,28,0,East,Risk Monitor,Customer 062 Systems
2026-04-30,177376.22,40,1,North,Risk Monitor,Customer 026 Systems
2026-04-30,336836.08,84,7,South,Forecast Studio,Customer 064 Group
2026-04-30,43716.48,49,1,East,Forecast Studio,Customer 044 Solutions
2026-04-30,136708.88,27,2,West,Forecast Studio,Customer 069 Solutions
2026-05-01,303344.62,55,2,South,Forecast Studio,Customer 070 Systems
2026-05-01,121268.97,64,1,East,Data Fabric,Customer 040 Systems
2026-05-01,91624.12,77,4,West,Forecast Studio,Customer 085 Systems
2026-05-01,147746.13,27,0,Central,Support Intelligence,Customer 001 Holdings
2026-05-02,264477.93,54,2,East,Support Intelligence,Customer 094 Solutions
2026-05-02,183134.26,64,1,West,Support Intelligence,Customer 015 Group
2026-05-02,124347.47,65,3,Central,Forecast Studio,Customer 078 Holdings
2026-05-02,145362.67,35,2,North,Data Fabric,Customer 007 Systems
2026-05-03,43256.51,42,3,West,Risk Monitor,Customer 022 Solutions
2026-05-03,101786.71,38,2,Central,Support Intelligence,Customer 011 Systems
2026-05-03,132049.47,37,1,North,Sentinel Core,Customer 057 Systems
2026-05-03,68687.05,14,0,South,Sentinel Core,Customer 097 Industries
2026-05-04,121184.8,67,1,Central,Forecast Studio,Customer 097 Industries
2026-05-04,52447.94,24,0,North,Forecast Studio,Customer 054 Systems
2026-05-04,125392.25,51,3,South,Sentinel Core,Customer 095 Group
2026-05-04,162783.89,50,1,East,Executive Copilot,Customer 011 Systems
2026-05-05,286981.12,60,3,North,Forecast Studio,Customer 020 Solutions
2026-05-05,315506.98,78,5,South,Executive Copilot,Customer 078 Holdings
2026-05-05,135961.2,53,2,East,Sentinel Core,Customer 033 Holdings
2026-05-05,124097.02,66,4,West,Forecast Studio,Customer 029 Systems
2026-05-06,234195.84,77,3,South,Risk Monitor,Customer 002 Group
2026-05-06,56086.6,66,1,East,Sentinel Core,Customer 061 Holdings
2026-05-06,190116.34,43,3,West,Sentinel Core,Customer 088 Solutions
2026-05-06,61836.22,64,1,Central,Executive Copilot,Customer 040 Systems
2026-05-07,264647.99,57,4,East,Sentinel Core,Customer 034 Solutions
2026-05-07,172465.03,82,6,West,Support Intelligence,Customer 074 Systems
2026-05-07,95626.75,40,3,Central,Sentinel Core,Customer 090 Systems
2026-05-07,78378.35,20,2,North,Executive Copilot,Customer 026 Systems
2026-05-08,31936.8,37,3,West,Executive Copilot,Customer 017 Group
2026-05-08,198333.75,46,4,Central,Data Fabric,Customer 109 Industries
2026-05-08,201658.87,62,5,North,Data Fabric,Customer 022 Solutions
2026-05-08,29046.67,17,0,South,Forecast Studio,Customer 056 Holdings
2026-05-09,203720.7,58,2,Central,Sentinel Core,Customer 006 Industries
2026-05-09,112639.05,28,1,North,Executive Copilot,Customer 024 Solutions
2026-05-09,88289.36,25,1,South,Risk Monitor,Customer 026 Systems
2026-05-09,142626.53,46,1,East,Executive Copilot,Customer 003 Solutions
2026-05-10,133613.33,72,1,North,Risk Monitor,Customer 032 Holdings
2026-05-10,135525.62,70,6,South,Data Fabric,Customer 113 Group
2026-05-10,92858.32,20,0,East,Support Intelligence,Customer 105 Industries
2026-05-10,233201.74,52,1,West,Executive Copilot,Customer 014 Industries
2026-05-11,153055.57,62,5,South,Support Intelligence,Customer 003 Solutions
2026-05-11,128749.13,30,3,East,Forecast Studio,Customer 075 Group
2026-05-11,108251.77,30,2,West,Forecast Studio,Customer 009 Group
2026-05-11,139333.93,33,2,Central,Executive Copilot,Customer 097 Industries
2026-05-12,169673.55,82,1,East,Forecast Studio,Customer 065 Holdings
2026-05-12,175015.98,59,5,West,Data Fabric,Customer 079 Holdings
2026-05-12,124801.31,47,1,Central,Executive Copilot,Customer 078 Holdings
2026-05-12,250845.96,84,1,North,Executive Copilot,Customer 032 Holdings
2026-05-13,26428.8,25,1,West,Sentinel Core,Customer 050 Holdings
2026-05-13,113154.24,24,2,Central,Support Intelligence,Customer 053 Systems
2026-05-13,161690.79,84,6,North,Executive Copilot,Customer 004 Industries
2026-05-13,122635.79,27,2,South,Data Fabric,Customer 060 Systems
2026-05-14,101412.05,80,1,Central,Forecast Studio,Customer 021 Systems
2026-05-14,36731.06,41,2,North,Forecast Studio,Customer 011 Systems
2026-05-14,32560.95,17,1,South,Sentinel Core,Customer 042 Systems
2026-05-14,286551.04,58,3,East,Data Fabric,Customer 034 Solutions
2026-05-15,35017.76,14,0,North,Forecast Studio,Customer 116 Group
2026-05-15,184306.82,45,1,South,Risk Monitor,Customer 006 Industries
2026-05-15,244984.27,83,6,East,Risk Monitor,Customer 025 Systems
2026-05-15,186231.61,64,3,West,Support Intelligence,Customer 047 Holdings
2026-05-16,276855.98,51,4,South,Support Intelligence,Customer 087 Systems
2026-05-16,420052.29,81,6,East,Data Fabric,Customer 058 Systems
2026-05-16,175991.95,58,3,West,Sentinel Core,Customer 060 Systems
2026-05-16,123592.91,35,2,Central,Sentinel Core,Customer 059 Group
2026-05-17,25947.34,23,2,East,Support Intelligence,Customer 025 Systems
2026-05-17,230737.18,75,1,West,Forecast Studio,Customer 026 Systems
2026-05-17,260521.04,65,3,Central,Support Intelligence,Customer 109 Industries
2026-05-17,46441.88,34,1,North,Support Intelligence,Customer 026 Systems
2026-05-18,253288.75,45,1,West,Support Intelligence,Customer 094 Solutions
2026-05-18,110758.21,83,3,Central,Risk Monitor,Customer 071 Industries
2026-05-18,77851.57,56,4,North,Risk Monitor,Customer 105 Industries
2026-05-18,43921.36,27,2,South,Support Intelligence,Customer 036 Solutions
2026-05-19,92304.55,30,1,Central,Data Fabric,Customer 115 Holdings
2026-05-19,90123.04,36,2,North,Executive Copilot,Customer 074 Systems
2026-05-19,92718.3,40,1,South,Data Fabric,Customer 046 Systems
2026-05-19,89897.54,29,1,East,Risk Monitor,Customer 099 Solutions
2026-05-20,82874.32,15,1,North,Sentinel Core,Customer 103 Systems
2026-05-20,176633.43,85,6,South,Executive Copilot,Customer 007 Systems
2026-05-20,129902.1,62,4,East,Executive Copilot,Customer 092 Systems
2026-05-20,69445.74,21,2,West,Data Fabric,Customer 108 Group
2026-05-21,302580.9,65,2,South,Support Intelligence,Customer 025 Systems
2026-05-21,232555.46,80,4,East,Executive Copilot,Customer 067 Group
2026-05-21,108990.15,23,1,West,Support Intelligence,Customer 031 Group
2026-05-21,341530.29,76,2,Central,Executive Copilot,Customer 049 Systems
2026-05-22,32326.15,25,1,East,Forecast Studio,Customer 078 Holdings
2026-05-22,238807.69,68,2,West,Executive Copilot,Customer 102 Solutions
2026-05-22,99228.74,56,5,Central,Sentinel Core,Customer 022 Solutions
2026-05-22,31746.57,34,3,North,Executive Copilot,Customer 065 Holdings
2026-05-23,54195.67,32,2,West,Data Fabric,Customer 029 Systems
2026-05-23,156198.98,84,5,Central,Executive Copilot,Customer 076 Solutions
2026-05-23,246814.68,54,2,North,Support Intelligence,Customer 104 Group
2026-05-23,135115.21,58,3,South,Support Intelligence,Customer 037 Solutions
2026-05-24,107141.68,60,1,Central,Support Intelligence,Customer 074 Systems
2026-05-24,178877.89,53,1,North,Data Fabric,Customer 088 Solutions
